Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Industriestraße 42",Sonntag,Verkauft,"Anika Kersting (Privat_troedel)",1931,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 40",Samstag,Verkauft,"Anika Kersting (Privat_troedel)",1783,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 40",Sonntag,Verkauft,"Anika Kersting (Privat_troedel)",1931,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 38",Samstag,Verkauft,"Anika Kersting (Privat_troedel)",1789,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 38",Sonntag,Verkauft,"Anika Kersting (Privat_troedel)",1931,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 36",Samstag,Verkauft,"Jana Michalzik (Privat_troedel)",1688,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 36",Sonntag,Frei,"Jana Michalzik (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 34",Samstag,Verkauft,"Jana Michalzik (Privat_troedel)",1688,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 34",Sonntag,Verkauft,"Jana Michalzik (Privat_troedel)",1870,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 32",Samstag,Verkauft,"Jana Michalzik (Privat_troedel)",1688,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 32",Sonntag,Frei,"Jana Michalzik (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 30",Samstag,Angefragt,"Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 30",Sonntag,Angefragt,"Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 28",Samstag,Verkauft,"Stefanie Kiskemper (Privat_troedel)",1895,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 28",Sonntag,Frei,"Stefanie Kiskemper (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 26",Samstag,Verkauft,"Anja Friedrich (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 26",Sonntag,Frei,"Anja Friedrich (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 24",Samstag,Verkauft,"Conny Zimmerling (Privat_troedel)",1897,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 24",Sonntag,Frei,"Conny Zimmerling (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 16",Samstag,Verkauft,"Melanie Böhmer (Privat_troedel)",1758,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 16",Sonntag,Frei,"Melanie Böhmer (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 14",Samstag,Verkauft,"Melanie Böhmer (Privat_troedel)",1758,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 14",Sonntag,Frei,"Melanie Böhmer (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 12",Samstag,Verkauft,"Melanie Böhmer (Privat_troedel)",1758,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 12",Sonntag,Frei,"Melanie Böhmer (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 10",Samstag,Verkauft,"Melanie Böhmer (Privat_troedel)",1758,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 10",Sonntag,Verkauft,"Melanie Böhmer (Privat_troedel)",1896,15€,3m,"0,6m",,,,,,,"Wir würden gerne einen Pavillon aufbauen","Zahlung ausstehend"
"Industriestraße 6",Samstag,Angefragt,"Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 6",Sonntag,Angefragt,"Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 4",Samstag,Angefragt,"Raiffeisen-Markt Freckenhorst (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 4",Sonntag,Angefragt,"Raiffeisen-Markt Freckenhorst (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 245",Samstag,Verkauft,"Ralf Röttger (Privat_anlieger)",1484,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 245",Sonntag,Verkauft,"Ralf Röttger (Privat_anlieger)",1484,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 239",Samstag,Verkauft,"Ralf Röttger (Privat_anlieger)",1482,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 239",Sonntag,Verkauft,"Ralf Röttger (Privat_anlieger)",1482,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 237",Samstag,Verkauft,"Ralf Röttger (Privat_anlieger)",1482,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 237",Sonntag,Verkauft,"Ralf Röttger (Privat_anlieger)",1757,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 233",Samstag,Verkauft,"Simon Offers (Privat_troedel)",1658,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 233",Sonntag,Frei,"Simon Offers (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 231",Samstag,Verkauft,"Simon Offers (Privat_troedel)",1658,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 231",Sonntag,Frei,"Simon Offers (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 229",Samstag,Verkauft,"Nesrin Karakoç (Privat_anlieger)",1561,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 229",Sonntag,Frei,"Nesrin Karakoç (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 227",Samstag,Verkauft,"Nesrin Karakoç (Privat_anlieger)",1561,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 227",Sonntag,Frei,"Nesrin Karakoç (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 225",Samstag,Verkauft,"Nesrin Karakoç (Privat_anlieger)",1561,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 225",Sonntag,Frei,"Nesrin Karakoç (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 223",Samstag,Verkauft,"Nicole Teske (Privat_anlieger)",1508,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 223",Sonntag,Frei,"Nicole Teske (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 221",Samstag,Verkauft,"Nesrin Karakoç (Privat_anlieger)",1561,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 221",Sonntag,Frei,"Nesrin Karakoç (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 215",Samstag,Verkauft,"Mechthild Marberg (Privat_anlieger)",1524,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 215",Sonntag,Verkauft,"Mechthild Marberg (Privat_anlieger)",1524,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 213",Samstag,Verkauft,"Mechthild Marberg (Privat_anlieger)",1525,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 213",Sonntag,Frei,"Mechthild Marberg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 201",Samstag,Verkauft,"Tobias Gesell (Privat_troedel)",1637,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 201",Sonntag,Frei,"Tobias Gesell (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 199",Samstag,Verkauft,"Tobias Gesell (Privat_troedel)",1637,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 199",Sonntag,Frei,"Tobias Gesell (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 193",Samstag,Verkauft,"Tobias Gesell (Privat_troedel)",1637,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 193",Sonntag,Frei,"Tobias Gesell (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 191",Samstag,Verkauft,"Anne Peveling (Privat_troedel)",1674,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 191",Sonntag,Frei,"Anne Peveling (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 189",Samstag,Verkauft,"Christel Knoblich-Middendorf (Privat_anlieger)",1476,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 189",Sonntag,Frei,"Christel Knoblich-Middendorf (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 187",Samstag,Verkauft,"Christel Knoblich-Middendorf (Privat_anlieger)",1475,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 187",Sonntag,Verkauft,"Christel Knoblich-Middendorf (Privat_anlieger)",1475,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 175",Samstag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 175",Sonntag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 173",Samstag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 173",Sonntag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 171",Samstag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 171",Sonntag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 165",Samstag,Verkauft,"Matthias Kalthöner (Privat_troedel)",1644,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 165",Sonntag,Frei,"Matthias Kalthöner (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 163",Samstag,Verkauft,"Matthias Kalthöner (Privat_troedel)",1644,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 163",Sonntag,Frei,"Matthias Kalthöner (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 161",Samstag,Verkauft,"Theresa Brökelmann (Privat_troedel)",1718,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 161",Sonntag,Frei,"Theresa Brökelmann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 159",Samstag,Verkauft,"Anja Luchtefeld (Privat_troedel)",1671,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 159",Sonntag,Frei,"Anja Luchtefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 157",Samstag,Verkauft,"Jill Groote (Privat_troedel)",1712,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 157",Sonntag,Frei,"Jill Groote (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 153",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 153",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 151",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 151",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 149",Samstag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 149",Sonntag,Verkauft,"Bernd Samson (Privat_troedel)",1627,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 147",Samstag,Verkauft,"Michael Schrick (Privat_troedel)",1649,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 147",Sonntag,Verkauft,"Michael Schrick (Privat_troedel)",1847,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 143",Samstag,Verkauft,"Michael Schrick (Privat_troedel)",1646,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 143",Sonntag,Verkauft,"Michael Schrick (Privat_troedel)",1847,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 141",Samstag,Verkauft,"Michael Schrick (Privat_troedel)",1646,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 141",Sonntag,Verkauft,"Michael Schrick (Privat_troedel)",1732,25€,3m,0.6m,Nein,Nein,Nein,Nein,,"Herstellung von Deko- und Geschenkartikel",,Bezahlt
"Industriestraße 139",Samstag,Verkauft,"Michael Schrick (Privat_troedel)",1646,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 139",Sonntag,Verkauft,"Michael Schrick (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 133",Samstag,Verkauft,"Anne Peveling (Privat_troedel)",1665,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 133",Sonntag,Verkauft,"Anne Peveling (Privat_troedel)",1664,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 131",Samstag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 131",Sonntag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 129",Samstag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 129",Sonntag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 127",Samstag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 127",Sonntag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 125",Samstag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 125",Sonntag,Verkauft,"Gabi Panknin (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 121",Samstag,Verkauft,"Marvin Redeker (Gewerblich)",1826,50€,2m,4m,Nein,Nein,Nein,Nein,,"Antiker Trüffel und alte Bauernsachen ",,Bezahlt
"Industriestraße 121",Sonntag,Verkauft,"Marvin Redeker (Gewerblich)",1826,50€,2m,4m,Nein,Nein,Nein,Nein,,"Antiker Trüffel und alte Bauernsachen ",,Bezahlt
"Industriestraße 119",Samstag,Verkauft,"Marvin Redeker (Gewerblich)",1826,50€,2m,4m,Nein,Nein,Nein,Nein,,"Antiker Trüffel und alte Bauernsachen ",,Bezahlt
"Industriestraße 119",Sonntag,Verkauft,"Marvin Redeker (Gewerblich)",1826,50€,2m,4m,Nein,Nein,Nein,Nein,,"Antiker Trüffel und alte Bauernsachen ",,Bezahlt
"Industriestraße 117",Samstag,Verkauft,"Maria-Elisabeth Schardien (Schausteller)",1676,75€,3.5m,2.5m,Ja,Ja,Nein,Nein,Mandelwagen,,,Bezahlt
"Industriestraße 117",Sonntag,Verkauft,"Maria-Elisabeth Schardien (Schausteller)",1676,75€,3.5m,2.5m,Ja,Ja,Nein,Nein,Mandelwagen,,,Bezahlt
"Industriestraße 115",Samstag,Verkauft,"Maria-Elisabeth Schardien (Schausteller)",1676,75€,3.5m,2.5m,Ja,Ja,Nein,Nein,Mandelwagen,,,Bezahlt
"Industriestraße 115",Sonntag,Verkauft,"Maria-Elisabeth Schardien (Schausteller)",1676,75€,3.5m,2.5m,Ja,Ja,Nein,Nein,Mandelwagen,,,Bezahlt
"Industriestraße 103",Samstag,"Reserviert (Admin)",". . (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 103",Sonntag,"Reserviert (Admin)",". . (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 101",Samstag,"Reserviert (Admin)",". . (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 101",Sonntag,"Reserviert (Admin)",". . (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 85",Samstag,"Reserviert (Admin)","Adelheid  Klosterkamp  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 85",Sonntag,"Reserviert (Admin)","Adelheid  Klosterkamp  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 83",Samstag,"Reserviert (Admin)","Adelheid  Klosterkamp  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 83",Sonntag,"Reserviert (Admin)","Adelheid  Klosterkamp  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 71",Samstag,Verkauft,"Lutz Woge (Mitglieder)",1927,62.5€,3.5m,3m,Ja,Nein,Nein,Nein,,"Energie  und Gesundheit",,Bezahlt
"Industriestraße 71",Sonntag,Verkauft,"Lutz Woge (Mitglieder)",1927,62.5€,3.5m,3m,Ja,Nein,Nein,Nein,,"Energie  und Gesundheit",,Bezahlt
"Industriestraße 69",Samstag,Verkauft,"Lutz Woge (Mitglieder)",1927,62.5€,3.5m,3m,Ja,Nein,Nein,Nein,,"Energie  und Gesundheit",,Bezahlt
"Industriestraße 69",Sonntag,Verkauft,"Lutz Woge (Mitglieder)",1927,62.5€,3.5m,3m,Ja,Nein,Nein,Nein,,"Energie  und Gesundheit",,Bezahlt
"Industriestraße 67",Samstag,Verkauft,"Rainer Mertens (Gewerblich)",1825,75€,3m,"0,60m",Ja,Nein,Nein,Nein,,"Suritec Frühwarnsystem -zeitgemäßer Einbruchschutz-","Meine Stand hat folgende Maße: Breite 3 m, Tiefe 3 m.",Bezahlt
"Industriestraße 67",Sonntag,Verkauft,"Rainer Mertens (Gewerblich)",1825,75€,3m,"0,60m",Ja,Nein,Nein,Nein,,"Suritec Frühwarnsystem -zeitgemäßer Einbruchschutz-","Meine Stand hat folgende Maße: Breite 3 m, Tiefe 3 m.",Bezahlt
"Industriestraße 53",Samstag,Verkauft,"Fredi Stummer (Schausteller)",1729,75€,3m,3.5m,Ja,Ja,Nein,Nein,Crepes,,,Bezahlt
"Industriestraße 53",Sonntag,Verkauft,"Fredi Stummer (Schausteller)",1729,75€,3m,3.5m,Ja,Ja,Nein,Nein,Crepes,,,Bezahlt
"Industriestraße 51",Samstag,Verkauft,"Fredi Stummer (Schausteller)",1729,75€,3m,3.5m,Ja,Ja,Nein,Nein,Crepes,,,Bezahlt
"Industriestraße 51",Sonntag,Verkauft,"Fredi Stummer (Schausteller)",1729,75€,3m,3.5m,Ja,Ja,Nein,Nein,Crepes,,,Bezahlt
"Industriestraße 27",Samstag,Verkauft,"Martina Daniels (Privat_troedel)",1721,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 27",Sonntag,Verkauft,"Martina Daniels (Privat_troedel)",1721,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 25",Samstag,Verkauft,"Joelle Lichtenberg (Privat_anlieger)",1580,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 25",Sonntag,Verkauft,"Joelle Lichtenberg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 9",Samstag,Verkauft,"Cornelia Sawitzki (Privat_troedel)",1866,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 9",Sonntag,Verkauft,"Cornelia Sawitzki (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 7",Samstag,Verkauft,"Andrea Buchwald (Privat_troedel)",1654,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 7",Sonntag,Verkauft,"Andrea Buchwald (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 5",Samstag,Verkauft,"Andrea Buchwald (Privat_troedel)",1654,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 5",Sonntag,Verkauft,"Andrea Buchwald (Privat_troedel)",1774,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 3",Samstag,Verkauft,"Andrea Buchwald (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 3",Sonntag,Verkauft,"Andrea Buchwald (Privat_troedel)",1923,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 1",Samstag,Angefragt,"Michael Eckhoff (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 1",Sonntag,Angefragt,"Michael Eckhoff (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 70",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 70",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 68",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 68",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 66",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 66",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 64",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 64",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 58",Samstag,Verkauft,"Helen Schröder (Privat_troedel)",1693,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 58",Sonntag,Verkauft,"Helen Schröder (Privat_troedel)",1693,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 56",Samstag,Verkauft,"Helen Schröder (Privat_troedel)",1693,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 56",Sonntag,Verkauft,"Helen Schröder (Privat_troedel)",1693,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 54",Samstag,Verkauft,"Marina Dell (Privat_troedel)",1652,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 54",Sonntag,Verkauft,"Marina Dell (Privat_troedel)",1708,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 52",Samstag,Verkauft,"Marina Dell (Privat_troedel)",1661,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 52",Sonntag,Verkauft,"Marina Dell (Privat_troedel)",1708,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 46",Samstag,Verkauft,"Fredi Stummer (Schausteller)",1849,75€,2.25m,2.5m,Ja,Ja,Nein,Nein,Crepes,,"Bezahlung nach 14 Tagen durch Urlaub",Bezahlt
"Gröningsweg 46",Sonntag,Verkauft,"Fredi Stummer (Schausteller)",1849,75€,2.25m,2.5m,Ja,Ja,Nein,Nein,Crepes,,"Bezahlung nach 14 Tagen durch Urlaub",Bezahlt
"Gröningsweg 44",Samstag,Verkauft,"Fredi Stummer (Schausteller)",1849,75€,2.25m,2.5m,Ja,Ja,Nein,Nein,Crepes,,"Bezahlung nach 14 Tagen durch Urlaub",Bezahlt
"Gröningsweg 44",Sonntag,Verkauft,"Fredi Stummer (Schausteller)",1849,75€,2.25m,2.5m,Ja,Ja,Nein,Nein,Crepes,,"Bezahlung nach 14 Tagen durch Urlaub",Bezahlt
"Gröningsweg 42",Samstag,Verkauft,"Ute Arens (Privat_troedel)",1705,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 42",Sonntag,Verkauft,"Ute Arens (Privat_troedel)",1705,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 40",Samstag,Verkauft,"Katja Rose-Großmann (Privat_troedel)",1621,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 40",Sonntag,Verkauft,"Katja Rose-Großmann (Privat_troedel)",1621,30€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 32",Samstag,Verkauft,"Claudia Schloetmann (Privat_anlieger)",1480,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 32",Sonntag,Verkauft,"Claudia Schloetmann (Privat_anlieger)",1779,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 30",Samstag,Verkauft,"Claudia Schloetmann (Privat_anlieger)",1480,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 30",Sonntag,Frei,"Claudia Schloetmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 28",Samstag,Verkauft,"Claudia Schloetmann (Privat_anlieger)",1480,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 28",Sonntag,Frei,"Claudia Schloetmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 26",Samstag,Verkauft,"Claudia Schloetmann (Privat_anlieger)",1480,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 26",Sonntag,Frei,"Claudia Schloetmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 24",Samstag,Verkauft,"Elena Sacharow (Privat_anlieger)",1598,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 24",Sonntag,Frei,"Elena Sacharow (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 22",Samstag,Verkauft,"Elena Sacharow (Privat_anlieger)",1598,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 22",Sonntag,Frei,"Elena Sacharow (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 20",Samstag,Verkauft,"Elena Sacharow (Privat_anlieger)",1598,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 20",Sonntag,Frei,"Elena Sacharow (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 18",Samstag,Verkauft,"Elena Sacharow (Privat_anlieger)",1598,15€,3m,"0,6m",,,,,,,,Bezahlt
"Gröningsweg 18",Sonntag,Frei,"Elena Sacharow (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 79",Samstag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
"Gröningsweg 79",Sonntag,Verkauft,"Michael Rose (Mitglieder)",1831,43.75€,1.13m,m,Ja,Ja,Nein,Ja,,,,Bezahlt
