Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Industriestraße 19",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 21",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 21",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 23",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 23",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 25",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 25",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 27",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 27",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 29",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 29",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 31",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 31",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 33",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 33",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 35",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 35",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 37",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 37",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 39",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 39",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 41",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 41",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 43",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 43",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 45",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 45",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 47",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 47",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 49",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 49",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 51",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 51",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 53",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 53",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 55",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 55",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 57",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 57",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 59",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 59",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 61",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 61",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 63",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 63",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 65",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 65",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 67",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 67",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 69",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 69",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 71",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 71",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 73",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 73",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 75",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 75",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 77",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 77",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 79",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 79",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 81",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 81",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 83",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 83",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 85",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 85",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 87",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 87",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 89",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 89",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 91",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 91",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 93",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 93",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 95",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 95",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 97",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 97",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 99",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 99",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 101",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 101",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 103",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 103",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 105",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 105",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 107",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 107",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 109",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 109",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 111",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 111",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 113",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 113",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 115",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 115",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 117",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 117",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 119",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 119",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 121",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 121",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 123",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 123",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 125",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 125",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 127",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 127",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 129",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 129",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 131",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 131",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 133",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 133",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 135",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 135",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 137",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 137",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 139",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 139",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 141",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 141",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 143",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 143",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 145",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 145",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 147",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 147",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 149",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 149",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 151",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 151",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 153",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 153",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 155",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 155",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 157",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 157",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 159",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 159",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 161",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 161",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 163",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 163",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 165",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 165",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 167",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 167",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 169",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 169",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 171",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 171",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 173",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 173",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 175",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 175",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 177",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 177",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 179",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 179",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 181",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 181",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 183",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 183",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 185",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 185",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 187",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 187",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 189",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 189",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 191",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 191",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 193",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 193",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 195",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 195",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 197",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 197",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 199",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 199",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 201",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 201",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 203",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 203",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 205",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 205",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 207",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 207",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 209",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 209",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 211",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 211",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 213",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 213",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 215",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 215",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 217",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 217",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 219",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 219",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 221",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 221",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 223",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 223",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 225",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 225",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 227",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 227",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 229",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 229",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 231",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 231",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 233",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 233",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 235",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 235",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 237",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 237",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 239",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 239",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 241",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 241",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 243",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 243",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 245",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 245",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 2",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 2",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 4",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 4",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 6",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 6",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 8",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 8",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 10",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 10",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 12",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 12",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 14",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 14",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 16",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 16",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 18",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 18",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 20",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 20",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 22",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 22",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 24",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 24",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 26",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 26",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 28",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 28",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 30",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 30",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 32",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 32",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 34",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 34",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 36",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 36",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 38",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
